challenge_id,contest_id,domain,subdomain,difficulty,solved_submission_count,total_submissions_count
0173f00226fa8137,c8ff662c97d345d2,Algorithms,Sorting,0.9688481675392671,224,263
966232bc4c111693,c8ff662c97d345d2,Mathematics,Fundamentals,0.9141239383453916,326,556
0622d28085b371fe,c8ff662c97d345d2,Mathematics,Fundamentals,0.9801017024099049,324,415
366684b779574e86,c8ff662c97d345d2,Algorithms,Sorting,0.9212734452122409,276,371
25faddcb996a6351,c8ff662c97d345d2,Algorithms,Sorting,0.7958639092728486,207,430
27c65bab4f7ae58b,c8ff662c97d345d2,Algorithms,Sorting,0.8160626479694045,251,475
0fc22f37330131d5,c8ff662c97d345d2,Algorithms,Sorting,0.8047762578251797,215,472
0facb05a7fa521b4,c8ff662c97d345d2,Mathematics,Combinatorics,0.6881566380133716,111,570
286001f675d5dc00,c8ff662c97d345d2,Algorithms,Strings,0.9,809,1287
a8fa4ef7a8bc43dc,c8ff662c97d345d2,Algorithms,Strings,0.9419101924447613,1015,1370
1e5b724075cd3d1e,c8ff662c97d345d2,Algorithms,Strings,0.8990315403742966,713,1181
2963acac637dbbd5,c8ff662c97d345d2,Algorithms,Strings,0.8965728274173806,468,838
23e484585a3b5d71,c8ff662c97d345d2,Algorithms,Strings,0.9,508,1432
8d9ec6e3f0500705,c8ff662c97d345d2,Algorithms,Strings,0.9329806829452605,939,1313
8af6cdc91a12dbed,c8ff662c97d345d2,Algorithms,Search,0.9072321730314296,429,780
59ec55c0e537bfcf,c8ff662c97d345d2,Algorithms,Warmup,0.9,369,1277
2c353e1c39b2d174,5d70c374e6959faf,,,1.0,13,28
7f379545e1a00569,c8ff662c97d345d2,Algorithms,Graph Theory,0.7,291,1149
68105145a475054f,c8ff662c97d345d2,Algorithms,Graph Theory,0.5,144,618
edf2cbb012ca3165,c8ff662c97d345d2,Algorithms,Graph Theory,0.7,98,332
27efe455649ee698,c8ff662c97d345d2,Algorithms,Dynamic Programming,0.7299546142208775,523,1135
0f2974a87af04441,c8ff662c97d345d2,Algorithms,Dynamic Programming,0.9,519,2200
1d1ef1c291bd1544,c8ff662c97d345d2,Algorithms,Dynamic Programming,0.7814207650273224,126,324
1cc21aa79b1834fd,c8ff662c97d345d2,Algorithms,Dynamic Programming,0.5,244,832
8703a41f68340e0a,5d70c374e6959faf,,,1.0,14,32
a99ab8b0a55131d4,5d70c374e6959faf,,,1.0,36,64
8a01092818b4ca31,5d70c374e6959faf,,,0.7,26,52
6c2f00ab338830d5,29e7c48f06d799bd,,,0.9,47,50
8bc7477c0f6b0e13,c8ff662c97d345d2,Security,Functions,0.9,190,219
e5b37867e3d97548,c8ff662c97d345d2,Security,Functions,0.9,165,173
b83dc89a78927029,c8ff662c97d345d2,Java,Introduction,0.9,2087,2529
4ca32b2592ab73ba,c8ff662c97d345d2,Java,Introduction,0.9,1511,1754
133172ee60755587,c8ff662c97d345d2,Java,Introduction,0.9,1009,2329
daaa4f5cca620546,c8ff662c97d345d2,Java,Introduction,0.9,990,1881
5e3204219e25bd7a,c8ff662c97d345d2,Algorithms,Warmup,0.9,606,1013
663f8dc0a85f9d6d,c8ff662c97d345d2,Algorithms,Implementation,0.9,302,1020
5e7c4c10a3ceab24,c8ff662c97d345d2,Algorithms,Implementation,0.9,345,492
28d433f78afdce40,c8ff662c97d345d2,Data Structures,Linked Lists,0.9692106736331405,1128,1376
04d37de4a52f9e22,c8ff662c97d345d2,Data Structures,Linked Lists,0.9846815372211771,863,1115
55502212504a74d9,c8ff662c97d345d2,Data Structures,Linked Lists,0.9867938371239912,823,862
75e907498c1d0925,c8ff662c97d345d2,Data Structures,Linked Lists,0.9808102345415778,632,769
6ec64e7d27e0c635,c8ff662c97d345d2,SQL,Basic Select,0.9,965,1201
8bbb60c66212e3ab,c8ff662c97d345d2,SQL,Basic Select,0.9,867,1004
38564e955cd5b4ff,c8ff662c97d345d2,SQL,Basic Select,0.9,1108,1142
4d3079ffbc9d8b82,c8ff662c97d345d2,SQL,Basic Select,0.9,1003,1104
10679edd0b99c8ae,c8ff662c97d345d2,SQL,Basic Select,0.9,956,1016
923f5c94b00cbec8,c8ff662c97d345d2,SQL,Basic Select,0.9,925,997
f5bbe9d934a13b45,c8ff662c97d345d2,SQL,Basic Select,0.9,802,876
6a41e1519e35f8b6,c8ff662c97d345d2,SQL,Basic Select,0.9,707,926
711c06ee66bcfbbc,c8ff662c97d345d2,SQL,Basic Select,0.9,615,705
3e5dac248f78dc9e,c8ff662c97d345d2,SQL,Basic Select,0.9,412,578
3f76fd90abf08eff,c8ff662c97d345d2,SQL,Basic Select,0.9,446,500
d781198448d13b91,c8ff662c97d345d2,SQL,Basic Select,0.9,423,461
61886240110aab5d,c8ff662c97d345d2,Data Structures,Arrays,0.9,1203,1669
068e1dcc0ff293b2,c8ff662c97d345d2,Mathematics,Fundamentals,0.913563829787234,134,162
e791624cff8e291e,c8ff662c97d345d2,Mathematics,Fundamentals,0.8782187215995153,141,361
b7fc8e21bccc89ef,deca314ce03bebaa,,,0.9,6,29
fd9948921cd9154d,deca314ce03bebaa,,,0.7,7,14
dcfb2e5fefd9c284,deca314ce03bebaa,,,0.5,5,11
03f695b30470d8a0,deca314ce03bebaa,,,0.5,4,27
d6512a596aa46e9c,deca314ce03bebaa,,,0.5,2,14
e791f544ddb37cd9,13764f698dd09bb8,,,0.6953125,25,95
f601c504af2e4151,13764f698dd09bb8,,,0.6940298507462687,11,32
3ea1501e8ebd647b,c8ff662c97d345d2,Artificial Intelligence,Bot Building,0.8695652173913043,80,333
4258057ce615b031,c8ff662c97d345d2,Artificial Intelligence,Bot Building,0.9565217391304348,113,378
95ec5269b00989ea,c8ff662c97d345d2,Artificial Intelligence,Bot Building,0.5,22,210
a1a634218917004f,c8ff662c97d345d2,Artificial Intelligence,Bot Building,0.5869565217391304,55,276
511a36667eca90f9,20de246c7ff33181,,,0.6116504854368932,1,34
f0734c5517d19ba1,20de246c7ff33181,,,0.495260663507109,1,16
22948b6ee6a5aea3,626610cbea06c552,,,0.5287310454908221,6,66
236dec13a662098a,c8ff662c97d345d2,,,0.3159420289855073,182,421
22948b6ee6a5aea3,c8ff662c97d345d2,,,0.5287310454908221,26,136
f22a848bd1f5a4a1,9f7f33de05b07520,,,0.0523708421797594,19,23
b4d42d62678062e6,9f7f33de05b07520,,,0.8664440734557596,0,62
1fda675611007959,9f7f33de05b07520,,,0.9518900343642611,0,35
67a1b1d6367e38ea,c8ff662c97d345d2,,,0.9647194910352805,526,577
5078a455b31e63dd,c8ff662c97d345d2,Python,Basic Data Types,0.9613333333333334,238,269
8d1046770261e25f,c8ff662c97d345d2,Python,Strings,0.9299397920087575,623,768
2e24268c4006b20a,c8ff662c97d345d2,Regex,Introduction,0.9,206,237
7a66b13dd8598e61,c8ff662c97d345d2,Regex,Introduction,0.9,145,234
7a56118d38127ac1,c8ff662c97d345d2,Regex,Introduction,0.9,139,150
880a5cbb626d2011,c8ff662c97d345d2,Regex,Introduction,0.9,128,159
bc30fbc3c6897b24,c8ff662c97d345d2,Regex,Introduction,0.9,124,143
49f80881a664fc21,c8ff662c97d345d2,Regex,Introduction,0.9,121,234
fb68b4c7862fa0cc,c8ff662c97d345d2,Regex,Character Class,0.9,87,196
b036c577445e8155,c8ff662c97d345d2,Regex,Character Class,0.9,82,116
e3c3e59caa291555,c8ff662c97d345d2,Regex,Character Class,0.9,72,278
4401e08288af700d,c8ff662c97d345d2,Regex,Repetitions,0.9,71,170
f2848e329711dab3,c8ff662c97d345d2,Regex,Repetitions,0.9,74,144
9d08d49c7c392888,c8ff662c97d345d2,Regex,Repetitions,0.9,72,102
45c4c818442560cb,c8ff662c97d345d2,Regex,Repetitions,0.9,70,89
beddb1944854cbf6,c8ff662c97d345d2,Regex,Repetitions,0.9,73,211
ad00adca9d7194ec,c8ff662c97d345d2,Regex,Grouping and Capturing,0.9,68,128
8d23f01b30336fac,c8ff662c97d345d2,Regex,Grouping and Capturing,0.9,69,90
13c9505468d13682,c8ff662c97d345d2,Regex,Grouping and Capturing,0.9,60,245
dcb76def3ced9d7b,c8ff662c97d345d2,Tutorials,30 Days of Code,0.9,2332,4026
fd32207d8c5795ab,c8ff662c97d345d2,Tutorials,30 Days of Code,0.9,1072,2049
4fe2da53074027da,c8ff662c97d345d2,Tutorials,30 Days of Code,0.9,1028,1927
f62ad414720a6b8a,c8ff662c97d345d2,Tutorials,30 Days of Code,0.9,987,1912
53c39ca4f50093d1,c8ff662c97d345d2,Regex,Backreferences,0.9,49,71
45ee7057d5093577,c8ff662c97d345d2,Regex,Backreferences,0.9,37,128
26a8ce40ac656142,c8ff662c97d345d2,Regex,Backreferences,0.9,34,58
531aa5f857db631a,c8ff662c97d345d2,Regex,Backreferences,0.9,32,141
8aadf4d7f7355fb6,c8ff662c97d345d2,Tutorials,30 Days of Code,0.9,741,981
baae1c5a760d191f,c8ff662c97d345d2,Tutorials,30 Days of Code,0.9,784,890
06630624f8af0d31,c8ff662c97d345d2,Tutorials,30 Days of Code,0.9,597,810
0f71aee4e0c51f7c,c8ff662c97d345d2,Tutorials,30 Days of Code,0.9,693,773
7de92abeb686999e,c8ff662c97d345d2,Tutorials,30 Days of Code,0.9,501,838
fa6ea81f8219bbf0,c8ff662c97d345d2,Tutorials,30 Days of Code,0.9,534,633
054733ee9380e302,c8ff662c97d345d2,Tutorials,30 Days of Code,0.9,426,826
448612b19f5d689e,c8ff662c97d345d2,Tutorials,30 Days of Code,0.9,360,788
ac328ad89ad898d4,c8ff662c97d345d2,Tutorials,30 Days of Code,0.9,337,479
204814981f956907,c8ff662c97d345d2,Tutorials,30 Days of Code,0.9,304,317
3cdb06aa24b4d19b,c8ff662c97d345d2,Tutorials,30 Days of Code,0.9,277,294
c3354d7925de3d22,f42de4d1be20c775,,,0.9,48,53
1a1ed1c01d6bf02a,f42de4d1be20c775,,,0.9,34,53
1a6aacdeff19d6ae,f42de4d1be20c775,,,0.7,16,37
549dd55fdc5fad01,f42de4d1be20c775,,,0.5,1,4
69a50aa51f4a5998,f42de4d1be20c775,,,0.7,2,66
c562e3e574d91869,f42de4d1be20c775,,,0.7,4,58
7b5d2f7601ca4436,0920a1b49d4d48bf,,,0.9,8,20
ac99f6db41dfb2a4,0920a1b49d4d48bf,,,0.9,1,26
64fb2566ad8d081d,c8ff662c97d345d2,Tutorials,30 Days of Code,0.9846815372211771,280,291
326374f1cc7aed56,c8ff662c97d345d2,Tutorials,30 Days of Code,0.9,263,275
26dc3a7dbe54893c,c8ff662c97d345d2,Tutorials,30 Days of Code,0.9,235,299
40d9b17d7127bc27,c8ff662c97d345d2,Functional Programming,Introduction,0.9832007073386384,459,463
9cecb1d759459cc7,ed1d20b93f9d8819,,,0.9,50,115
e6f54aff1aeb2958,ed1d20b93f9d8819,,,0.7,33,68
9785cfcdc9c40689,3dbbd40af3bf63a1,,,0.5,9,159
fa277b25330adf84,3bada1a3f47a5e1c,,,0.9,13,61
793d07e8c0d2cab1,63994e8643aa4a08,,,0.9,20,254
465fb9f2790be5c5,c8ff662c97d345d2,Algorithms,Strings,0.9,137,229
bd0d515df48cdaec,c8ff662c97d345d2,Algorithms,Strings,0.9,183,213
8935de94ebd79f4a,c8ff662c97d345d2,Algorithms,Strings,0.9,23,173
42ca46c87d50f46b,c8ff662c97d345d2,Algorithms,Strings,0.7,44,263
e6f54aff1aeb2958,c8ff662c97d345d2,Algorithms,Strings,0.7,146,266
7c526f073357aafa,c8ff662c97d345d2,Algorithms,Strings,0.3,1,2
e1a64fd737ccd6e5,c8ff662c97d345d2,Algorithms,Strings,0.5,88,392
2c85a2ea2f9e611e,c8ff662c97d345d2,Algorithms,Game Theory,0.5776805251641138,18,41
e1070c1ebbc39c2f,c8ff662c97d345d2,Algorithms,Game Theory,0.5,11,44
d19ad2969d414ae7,817bf53caa6e33cb,,,0.6578947368421053,0,26
334f1e5a1ebad1f0,817bf53caa6e33cb,,,0.5434782608695652,0,2
6a52c1698d04d2fc,c8ff662c97d345d2,Data Structures,Stacks,0.5,15,369
24ebf35cceb8e6c0,c8ff662c97d345d2,Data Structures,Queues,0.5,76,202
e72316d231750686,c8ff662c97d345d2,Data Structures,Heap,0.5,55,221
8c2ec38f705290e5,c8ff662c97d345d2,Algorithms,Graph Theory,0.5,75,174
cead770d848b04e6,c8ff662c97d345d2,Data Structures,Linked Lists,0.9714188499489622,632,801
1d7afa1b244e70c9,c8ff662c97d345d2,C++,Classes,0.9,311,450
648428d68e9a6265,c8ff662c97d345d2,Algorithms,Strings,0.9,103,136
9b515a696af2fc65,c8ff662c97d345d2,Data Structures,Linked Lists,0.9859922178988327,417,453
4d53e6e737bfb462,c8ff662c97d345d2,Data Structures,Linked Lists,0.9876753081172971,385,428
73efc0c9b05185cc,c8ff662c97d345d2,Data Structures,Linked Lists,0.987905604719764,518,565
